date,channel,campaign,region,spend,impressions,clicks,conversions
2025-03-16,Events,AI Solutions Roadshow,EMEA,15677.37,261289,5457,68
2025-06-19,Webinars,Q4 Renewal Push,North America,2380.8,95232,3453,90
2026-03-28,Events,Q3 Product Launch,North America,17319.06,288651,8262,98
2024-12-13,Content,Industry Vertical Focus,LATAM,1883.44,376688,8147,392
2024-12-26,Google Ads,Q4 Renewal Push,APAC,8975.4,1121925,40954,2411
2024-11-12,Google Ads,Q2 Lead Gen,EMEA,8447.67,1055958,19406,613
2024-02-01,Events,Industry Vertical Focus,EMEA,8288.43,138140,1293,17
2024-05-03,Events,Q2 Lead Gen,North America,5251.56,87526,1507,100
2024-10-05,Email,Industry Vertical Focus,EMEA,1343.41,671705,10037,105
2024-02-21,LinkedIn,Q3 Product Launch,North America,5841.09,324505,6116,193
2025-11-12,Webinars,Security Compliance Push,North America,2894.83,115793,2982,222
2024-04-01,Webinars,Q4 Renewal Push,North America,2103.41,84136,2454,30
2024-12-04,LinkedIn,Q1 Brand Awareness,North America,4341.62,241201,7107,305
2024-02-08,Events,AI Solutions Roadshow,LATAM,15648.89,260814,6931,536
2025-03-27,LinkedIn,Q2 Lead Gen,APAC,5871.12,326173,5718,285
2025-01-24,Google Ads,Cloud Migration Series,North America,9069.33,1133666,29219,1762
2024-07-02,Email,Cloud Migration Series,North America,997.14,498570,10566,604
2025-03-12,Email,Q4 Renewal Push,LATAM,1412.26,706130,18707,1386
2025-09-27,Events,Industry Vertical Focus,APAC,16545.1,275751,4743,140
2025-11-04,Webinars,Q4 Renewal Push,North America,2043.03,81721,1157,84
2024-10-26,Content,Q4 Renewal Push,North America,1217.75,243550,1839,133
2025-09-18,LinkedIn,AI Solutions Roadshow,EMEA,6145.06,341392,4629,243
2025-12-23,Email,Annual Summit,EMEA,684.91,342455,8603,248
2025-02-23,Email,Q1 Brand Awareness,EMEA,1185.31,592655,16599,818
2024-05-29,Google Ads,Q1 Brand Awareness,EMEA,7204.84,900605,8547,518
2026-01-10,Google Ads,Industry Vertical Focus,EMEA,7518.51,939813,30044,1399
2024-10-03,LinkedIn,Q4 Renewal Push,North America,8764.83,486935,19438,1228
2025-04-01,Google Ads,Q1 Brand Awareness,EMEA,3505.38,438172,9532,124
2024-11-30,Email,Partner Co-Marketing,North America,687.44,343720,10257,398
2024-12-10,Webinars,Industry Vertical Focus,North America,3617.67,144706,912,9
2024-11-05,Email,Industry Vertical Focus,North America,709.61,354805,13309,271
2025-09-17,Google Ads,Industry Vertical Focus,North America,2662.9,332862,12117,863
2024-04-19,Google Ads,Q2 Lead Gen,North America,10692.23,1336528,22274,836
2024-12-30,Events,Industry Vertical Focus,North America,11150.73,185845,3123,179
2025-04-27,LinkedIn,Partner Co-Marketing,APAC,8790.14,488341,3789,190
2024-08-11,LinkedIn,Annual Summit,EMEA,5778.36,321020,3730,218
2025-02-10,Webinars,Q4 Renewal Push,North America,1664.33,66573,1595,57
2024-07-28,Email,Q3 Product Launch,North America,841.47,420735,15839,979
2024-02-04,Google Ads,Q4 Renewal Push,North America,5210.45,651306,9300,228
2024-04-20,LinkedIn,Annual Summit,North America,5045.49,280305,7086,321
2025-12-10,Content,AI Solutions Roadshow,APAC,1896.65,379330,2268,110
2025-10-28,Email,Q3 Product Launch,EMEA,679.14,339570,10650,821
2024-06-05,Content,Q2 Lead Gen,EMEA,2933.47,586694,11930,358
2025-04-21,Email,Q4 Renewal Push,LATAM,706.69,353345,12173,171
2024-08-21,Events,Cloud Migration Series,APAC,7936.69,132278,4434,233
2024-10-14,Webinars,AI Solutions Roadshow,North America,2458.56,98342,1650,117
2026-02-15,Google Ads,Q4 Renewal Push,North America,7395.01,924376,9582,627
2024-01-10,Google Ads,Q1 Brand Awareness,North America,6252.22,781527,31028,778
2024-01-11,Google Ads,Q1 Brand Awareness,North America,4834.93,604366,12930,190
2025-12-09,LinkedIn,AI Solutions Roadshow,APAC,4429.44,246079,8256,335
2025-03-13,Google Ads,Security Compliance Push,EMEA,5734.79,716848,24002,658
2026-02-05,LinkedIn,Q3 Product Launch,North America,4465.4,248077,1727,131
2024-06-26,Google Ads,Industry Vertical Focus,EMEA,4879.83,609978,13460,356
2024-08-09,Email,Q3 Product Launch,North America,1011.44,505720,10643,811
2026-03-29,Events,Q1 Brand Awareness,North America,18579.83,309663,11927,671
2024-05-15,Email,Q1 Brand Awareness,APAC,394.87,197435,6614,400
2024-09-22,Content,Partner Co-Marketing,EMEA,2462.85,492570,4214,312
2025-10-19,Content,Security Compliance Push,North America,1225.08,245016,2132,138
2025-09-07,Google Ads,Annual Summit,North America,5853.7,731712,17529,833
2025-03-27,Google Ads,Security Compliance Push,EMEA,5658.99,707373,25131,364
2024-06-08,Email,Industry Vertical Focus,North America,1543.41,771705,24978,849
2025-02-07,Events,Annual Summit,EMEA,22365.28,372754,11318,229
2024-09-10,Webinars,Q4 Renewal Push,EMEA,2468.82,98752,3153,48
2024-07-09,LinkedIn,Q3 Product Launch,North America,8851.15,491730,4510,189
2025-06-09,LinkedIn,Q4 Renewal Push,EMEA,8874.15,493008,12003,798
2026-01-30,Events,Q1 Brand Awareness,EMEA,21904.42,365073,13309,556
2024-02-20,Webinars,Annual Summit,EMEA,3688.74,147549,5553,288
2024-12-26,LinkedIn,Industry Vertical Focus,LATAM,6244.2,346900,10166,228
2024-11-21,Content,Q2 Lead Gen,EMEA,1014.39,202878,2023,89
2025-02-01,Content,Annual Summit,North America,1938.14,387628,4404,50
2024-10-23,Google Ads,Q3 Product Launch,North America,4091.02,511377,14712,852
2024-09-23,Events,AI Solutions Roadshow,APAC,8493.27,141554,1675,103
2025-12-09,Events,Q4 Renewal Push,North America,10366.02,172767,2690,192
2024-01-19,Email,Partner Co-Marketing,APAC,958.84,479420,12451,928
2024-01-13,Email,Security Compliance Push,North America,532.75,266375,9351,495
2025-01-21,Events,Cloud Migration Series,North America,19508.9,325148,5190,338
2025-04-03,Webinars,Annual Summit,EMEA,4061.28,162451,3070,167
2024-08-02,Google Ads,Industry Vertical Focus,EMEA,6375.5,796937,11460,477
2025-05-24,Webinars,Cloud Migration Series,APAC,1443.26,57730,1013,21
2025-03-04,LinkedIn,AI Solutions Roadshow,North America,2402.75,133486,4449,86
2025-10-31,Email,Industry Vertical Focus,EMEA,521.81,260904,6715,122
2024-11-26,Webinars,Q4 Renewal Push,North America,2961.77,118470,1901,107
2025-08-18,Webinars,Q4 Renewal Push,North America,2510.72,100428,3033,63
2025-02-22,Google Ads,Industry Vertical Focus,EMEA,8775.17,1096896,42108,547
2025-01-21,LinkedIn,Cloud Migration Series,EMEA,6289.22,349401,2078,118
2024-12-13,LinkedIn,Q4 Renewal Push,North America,2570.18,142787,3985,251
2024-02-11,LinkedIn,Annual Summit,EMEA,7932.01,440667,5665,395
2024-03-06,Content,Q2 Lead Gen,North America,964.42,192884,7376,163
2024-03-19,Email,Annual Summit,EMEA,1486.97,743485,6648,239
2024-06-06,Webinars,Partner Co-Marketing,North America,2638.25,105530,2010,145
2024-04-16,Events,Q2 Lead Gen,EMEA,9833.16,163886,3901,145
2024-11-08,Google Ads,Q1 Brand Awareness,North America,6127.36,765920,19110,863
2025-05-24,Webinars,Partner Co-Marketing,EMEA,3808.32,152332,3538,227
2025-02-01,Content,AI Solutions Roadshow,North America,2688.52,537704,16783,1078
2024-05-01,Events,AI Solutions Roadshow,EMEA,8980.06,149667,4197,74
2024-05-24,Content,AI Solutions Roadshow,APAC,1029.71,205942,2423,27
2025-12-07,LinkedIn,Q1 Brand Awareness,North America,6204.49,344693,8140,534
2024-04-25,Email,Security Compliance Push,APAC,1493.81,746905,18592,1307
2024-04-24,LinkedIn,Security Compliance Push,APAC,5014.9,278605,9441,362
2025-09-16,Events,Industry Vertical Focus,North America,18060.57,301009,2522,53
2025-12-16,Google Ads,Q2 Lead Gen,EMEA,2591.06,323882,4105,165
2025-02-23,LinkedIn,Q3 Product Launch,EMEA,2249.19,124955,2146,51
2024-06-14,Events,Cloud Migration Series,North America,12403.77,206729,7350,75
2025-10-08,LinkedIn,Cloud Migration Series,APAC,3745.1,208061,7494,546
2025-07-17,Content,Q1 Brand Awareness,APAC,1927.56,385512,4111,161
2026-04-09,Events,Q3 Product Launch,EMEA,15639.46,260657,6881,97
2025-02-11,Events,AI Solutions Roadshow,North America,13581.86,226364,4587,124
2024-08-20,Google Ads,Partner Co-Marketing,LATAM,4385.37,548171,19472,1025
2025-01-29,Content,Q4 Renewal Push,North America,1760.77,352154,12855,203
2024-12-10,Content,Q2 Lead Gen,APAC,2912.34,582468,21526,1345
2026-02-25,Webinars,Q3 Product Launch,North America,1248.74,49949,1008,31
2026-03-06,LinkedIn,Q1 Brand Awareness,LATAM,3167.08,175948,4967,324
2024-07-24,Google Ads,Industry Vertical Focus,North America,8861.06,1107632,38457,2352
2024-08-17,Email,Q3 Product Launch,EMEA,1088.11,544055,19022,893
2024-11-29,Content,Q1 Brand Awareness,North America,2749.57,549914,12238,203
2024-02-14,Webinars,Cloud Migration Series,APAC,1468.01,58720,1598,120
2025-06-19,LinkedIn,Annual Summit,North America,2340.43,130023,1230,64
2025-02-23,LinkedIn,Security Compliance Push,APAC,6802.51,377917,6550,337
2025-08-16,Events,Q4 Renewal Push,EMEA,10539.04,175650,4940,111
2025-11-22,LinkedIn,Q3 Product Launch,EMEA,4513.47,250748,7361,497
2025-06-30,Webinars,Q3 Product Launch,EMEA,2125.73,85029,2893,56
2025-04-03,Google Ads,Annual Summit,EMEA,8094.5,1011812,36616,782
2024-11-29,Google Ads,Industry Vertical Focus,North America,6577.49,822186,22426,1423
2026-01-25,Email,Q3 Product Launch,EMEA,1098.02,549010,11296,609
2024-05-26,Events,AI Solutions Roadshow,North America,23778.49,396308,6205,394
2025-08-10,Events,AI Solutions Roadshow,EMEA,15598.77,259979,6334,327
2024-11-10,Content,Security Compliance Push,North America,1444.66,288932,7692,384
2025-02-19,Email,Q2 Lead Gen,LATAM,567.73,283865,7462,337
2024-11-05,LinkedIn,AI Solutions Roadshow,EMEA,3880.62,215590,4536,345
2024-12-17,Google Ads,AI Solutions Roadshow,EMEA,7549.77,943721,22330,1782
2024-10-26,Events,Partner Co-Marketing,North America,10368.3,172804,923,48
2025-11-09,Content,Partner Co-Marketing,APAC,2702.01,540402,8880,195
2024-02-02,Google Ads,AI Solutions Roadshow,North America,6803.34,850417,16059,486
2025-09-08,LinkedIn,Q1 Brand Awareness,APAC,3089.82,171656,4070,112
2025-06-16,LinkedIn,Q4 Renewal Push,North America,8116.27,450903,11299,263
2025-11-12,LinkedIn,Cloud Migration Series,EMEA,6600.65,366702,8775,233
2025-09-01,Content,Security Compliance Push,North America,2651.07,530214,21112,1028
2025-03-01,Google Ads,Q1 Brand Awareness,North America,11617.26,1452157,47326,3505
2024-02-18,LinkedIn,Q4 Renewal Push,North America,4283.38,237965,4441,255
2024-04-14,Events,Industry Vertical Focus,North America,8703.47,145057,5351,409
2025-01-31,Email,Q2 Lead Gen,EMEA,1302.09,651045,7620,309
2025-07-08,Content,Annual Summit,North America,1966.76,393352,8886,387
2026-01-08,LinkedIn,Q2 Lead Gen,EMEA,2966.37,164798,5889,390
2024-02-01,LinkedIn,Q4 Renewal Push,North America,8197.6,455422,4235,110
2024-10-29,Email,Annual Summit,North America,1081.99,540995,3524,154
2025-11-12,Email,AI Solutions Roadshow,EMEA,1509.28,754640,25391,919
2024-11-04,LinkedIn,AI Solutions Roadshow,North America,7402.46,411247,3737,275
2025-09-17,Events,AI Solutions Roadshow,APAC,7429.0,123816,4659,297
2024-07-07,Google Ads,Q2 Lead Gen,EMEA,5585.14,698142,8755,476
2025-11-06,Email,Security Compliance Push,APAC,651.03,325515,5128,374
2024-11-06,Events,Annual Summit,EMEA,11053.06,184217,4772,248
2024-11-30,Google Ads,Q2 Lead Gen,APAC,10250.7,1281337,30371,968
2025-05-15,LinkedIn,Q3 Product Launch,North America,7046.31,391461,4946,107
2026-04-28,Events,Q1 Brand Awareness,North America,9583.43,159723,1512,34
2024-04-03,LinkedIn,Security Compliance Push,North America,7407.37,411520,4119,320
2025-05-21,Google Ads,AI Solutions Roadshow,APAC,7546.29,943286,22728,619
2024-12-20,Events,Cloud Migration Series,EMEA,10967.6,182793,2991,67
2025-11-15,Email,Q3 Product Launch,EMEA,763.23,381615,11428,364
2025-02-19,LinkedIn,Partner Co-Marketing,North America,4451.35,247297,1963,28
2024-12-10,LinkedIn,Partner Co-Marketing,APAC,2139.58,118865,1877,30
2025-04-03,Webinars,Annual Summit,North America,1690.73,67629,1204,30
2026-03-01,Google Ads,Annual Summit,North America,7477.67,934708,28992,1775
2024-04-24,Webinars,Q2 Lead Gen,North America,1936.99,77479,2572,128
2024-07-23,Email,Annual Summit,APAC,1091.88,545940,3429,89
2025-06-06,Events,Q1 Brand Awareness,North America,7196.39,119939,1513,23
2026-03-17,LinkedIn,Q4 Renewal Push,North America,6439.03,357723,13287,1044
2025-03-13,LinkedIn,Partner Co-Marketing,EMEA,5651.62,313978,3493,258
2024-03-10,Email,Q3 Product Launch,EMEA,928.28,464140,2477,168
2025-03-21,Google Ads,Cloud Migration Series,EMEA,5409.22,676152,6273,366
2025-02-22,Email,Q4 Renewal Push,APAC,1253.04,626520,13715,910
2025-06-08,LinkedIn,Q2 Lead Gen,EMEA,8017.03,445390,7780,451
2024-07-11,Email,Annual Summit,APAC,955.6,477800,14684,601
2025-01-22,Google Ads,Industry Vertical Focus,APAC,8052.96,1006620,7333,232
2024-08-02,Webinars,Q3 Product Launch,EMEA,2906.08,116243,4196,226
2025-03-16,Email,Cloud Migration Series,North America,1072.05,536025,13670,164
2024-02-07,LinkedIn,Q1 Brand Awareness,EMEA,5789.55,321641,7008,353
2025-06-28,Google Ads,Cloud Migration Series,North America,9161.01,1145126,27380,1058
2025-06-18,Email,Annual Summit,North America,697.36,348680,5123,387
2026-03-06,Events,Annual Summit,EMEA,22831.93,380532,13081,694
2025-04-13,Events,Cloud Migration Series,North America,15571.97,259532,9262,626
2025-05-17,Email,Industry Vertical Focus,North America,985.47,492735,18768,1162
2025-08-29,LinkedIn,Q3 Product Launch,North America,4975.97,276442,7030,430
2025-09-15,Content,Q2 Lead Gen,APAC,1318.18,263636,6305,345
2025-04-07,LinkedIn,Security Compliance Push,North America,4162.8,231266,5855,181
2024-09-25,Email,Q2 Lead Gen,APAC,1337.35,668675,8167,365
2024-06-12,Events,AI Solutions Roadshow,LATAM,6812.37,113539,1291,32
2024-01-31,Google Ads,Partner Co-Marketing,EMEA,9619.06,1202382,41737,750
2024-03-24,Events,Q4 Renewal Push,EMEA,23728.13,395468,13525,210
2024-12-10,Events,Q1 Brand Awareness,APAC,5235.15,87252,2863,160
2026-01-07,Events,Q3 Product Launch,APAC,13349.66,222494,5606,201
2024-05-31,Events,AI Solutions Roadshow,APAC,16035.86,267264,3403,222
2024-04-01,Content,Cloud Migration Series,EMEA,1892.31,378462,2166,131
2026-02-05,LinkedIn,Cloud Migration Series,North America,6648.01,369333,2104,130
2024-05-04,Events,Q4 Renewal Push,APAC,6332.55,105542,1446,101
2024-05-08,Events,Security Compliance Push,North America,17209.31,286821,4597,84
2026-01-10,Webinars,Q1 Brand Awareness,EMEA,3309.1,132364,2181,103
2024-04-13,Events,Q2 Lead Gen,North America,11092.61,184876,6614,204
2026-01-01,Webinars,Q4 Renewal Push,North America,4068.33,162733,6125,402
2025-06-27,Webinars,Q4 Renewal Push,North America,2295.24,91809,3399,52
2025-12-07,Email,Partner Co-Marketing,EMEA,833.21,416605,5660,196
2026-03-28,Events,Q1 Brand Awareness,EMEA,16831.32,280522,6749,528
2026-02-08,Webinars,Q2 Lead Gen,North America,4243.8,169752,3524,95
2025-10-28,Email,AI Solutions Roadshow,APAC,626.44,313220,6908,158
2024-12-21,LinkedIn,Q2 Lead Gen,North America,3571.92,198440,7635,404
2025-11-06,Google Ads,Partner Co-Marketing,APAC,6926.75,865843,9835,117
2024-06-11,Events,Industry Vertical Focus,North America,19501.62,325027,5927,61
2024-09-12,Email,Q3 Product Launch,EMEA,803.47,401735,5592,82
2025-12-22,Content,AI Solutions Roadshow,North America,2743.92,548784,14718,864
2024-11-27,Content,Q4 Renewal Push,North America,2693.26,538652,14661,454
2026-04-28,Email,Q1 Brand Awareness,LATAM,1553.07,776535,4901,278
2025-07-13,LinkedIn,Q3 Product Launch,EMEA,3340.75,185597,2643,116
2024-08-01,Webinars,Q3 Product Launch,APAC,2672.07,106882,917,49
2025-11-23,Email,Security Compliance Push,North America,1286.37,643185,8391,270
2024-08-04,LinkedIn,Industry Vertical Focus,North America,7540.47,418915,8229,313
2025-12-12,Content,Industry Vertical Focus,EMEA,2260.93,452186,2317,51
2025-06-01,Events,Annual Summit,APAC,14575.63,242927,7721,548
2026-02-11,Email,Q2 Lead Gen,APAC,623.53,311765,10631,350
2026-02-05,Webinars,Q3 Product Launch,APAC,1313.97,52558,751,17
2025-10-19,Webinars,Partner Co-Marketing,LATAM,4347.62,173904,5670,357
2026-04-20,Email,Q1 Brand Awareness,North America,1532.3,766150,19669,1243
2024-03-07,Events,Security Compliance Push,North America,13821.95,230365,6407,225
2025-06-08,Google Ads,Q4 Renewal Push,North America,5126.06,640757,13854,152
2024-09-14,LinkedIn,Q4 Renewal Push,EMEA,6156.31,342017,9164,163
2024-12-23,Google Ads,Partner Co-Marketing,APAC,10784.14,1348017,52473,1208
2024-05-10,Webinars,Q3 Product Launch,North America,3652.09,146083,5689,424
2024-03-10,Content,Q3 Product Launch,APAC,1158.35,231670,1847,22
2025-10-30,Email,Security Compliance Push,EMEA,329.37,164685,5192,76
2024-02-27,Content,Security Compliance Push,EMEA,2613.28,522656,7591,376
2024-06-12,Email,Cloud Migration Series,LATAM,627.45,313725,7617,116
2025-09-28,Webinars,Industry Vertical Focus,North America,4240.73,169629,6331,127
2024-10-10,Events,Security Compliance Push,North America,18819.64,313660,7694,158
2025-02-03,Email,Industry Vertical Focus,North America,554.67,277335,5009,397
2024-11-01,Google Ads,Q3 Product Launch,North America,4944.14,618017,22342,1233
2024-08-07,Google Ads,AI Solutions Roadshow,North America,7522.27,940283,25166,314
2024-11-08,Webinars,Partner Co-Marketing,North America,3300.15,132006,1653,71
2024-06-01,Events,AI Solutions Roadshow,North America,17333.72,288895,2011,151
2026-03-08,LinkedIn,Q1 Brand Awareness,EMEA,7411.92,411773,5466,396
2025-02-28,Content,Q3 Product Launch,North America,1464.94,292988,5661,272
2024-02-01,LinkedIn,Cloud Migration Series,EMEA,6155.39,341966,2069,34
2024-09-06,Google Ads,Cloud Migration Series,LATAM,7805.62,975702,5299,349
2024-08-09,Events,Security Compliance Push,North America,19250.6,320843,1992,82
2024-06-13,LinkedIn,Q2 Lead Gen,North America,7653.58,425198,10554,654
2025-04-28,LinkedIn,AI Solutions Roadshow,EMEA,3136.59,174255,1023,69
2024-11-19,Content,Annual Summit,EMEA,2501.63,500326,19991,355
2024-06-20,Events,Q2 Lead Gen,EMEA,4920.74,82012,1147,31
2024-02-25,Google Ads,Q4 Renewal Push,APAC,5214.1,651762,21200,1551
2024-07-07,Email,Q3 Product Launch,North America,828.56,414280,4160,94
2025-08-24,Email,Q2 Lead Gen,North America,1257.69,628845,23756,1452
2025-08-20,Email,Annual Summit,EMEA,890.98,445490,15364,1103
2025-01-19,Events,Q1 Brand Awareness,North America,8306.53,138442,3800,131
2024-04-06,Google Ads,Q3 Product Launch,EMEA,3157.47,394683,8405,565
2026-01-07,Events,Q1 Brand Awareness,LATAM,17800.84,296680,4290,146
2025-12-09,Email,Industry Vertical Focus,EMEA,463.29,231645,1458,25
2025-08-11,Content,Q2 Lead Gen,North America,2832.34,566468,14360,989
2024-06-23,Webinars,Partner Co-Marketing,APAC,4376.65,175065,5183,317
2026-04-01,Events,AI Solutions Roadshow,North America,15475.25,257920,8431,620
2025-06-10,Content,AI Solutions Roadshow,North America,1712.66,342532,13690,1006
2025-05-27,Events,Annual Summit,North America,9769.3,162821,3727,97
2026-04-20,Content,Partner Co-Marketing,LATAM,2944.13,588826,5201,63
2024-10-25,Events,Industry Vertical Focus,North America,13193.92,219898,1435,54
2026-01-24,Content,Partner Co-Marketing,APAC,2444.48,488896,18570,447
2025-09-14,Content,Q3 Product Launch,APAC,2485.02,497004,19526,576
2024-10-02,Events,AI Solutions Roadshow,North America,22935.34,382255,2434,51
2024-08-17,Events,Partner Co-Marketing,North America,10066.96,167782,1939,116
2024-01-10,Google Ads,Q2 Lead Gen,LATAM,4313.3,539162,16412,952
2026-01-30,Google Ads,Q1 Brand Awareness,North America,5556.99,694623,24834,1571
2024-01-03,LinkedIn,Q1 Brand Awareness,North America,5536.78,307598,4215,128
2026-01-01,Webinars,Security Compliance Push,North America,1271.53,50861,262,12
2025-08-08,Events,Q2 Lead Gen,North America,7086.93,118115,3890,45
2024-04-04,Webinars,Industry Vertical Focus,APAC,3089.77,123590,4166,82
2025-05-21,Google Ads,Security Compliance Push,EMEA,7986.93,998366,23579,1512
2026-01-14,Webinars,Industry Vertical Focus,North America,911.35,36454,1196,40
2025-07-10,LinkedIn,Partner Co-Marketing,North America,8999.82,499990,9298,119
2024-01-24,Events,Industry Vertical Focus,EMEA,17938.5,298975,4100,75
2024-04-09,Content,Q4 Renewal Push,LATAM,797.96,159592,1334,95
2024-11-21,LinkedIn,Industry Vertical Focus,EMEA,4459.54,247752,3485,157
2026-02-16,Events,Annual Summit,North America,5148.89,85814,2339,155
2025-11-11,LinkedIn,Q2 Lead Gen,North America,4132.38,229576,3069,119
2024-01-31,Webinars,Cloud Migration Series,North America,2903.13,116125,3007,89
2025-12-21,Email,AI Solutions Roadshow,North America,509.79,254895,1753,24
2024-05-21,Email,Q1 Brand Awareness,APAC,1224.12,612060,14608,239
